UPC,ASIN,Item Name,Cost,Manufacturer,Sales Rank,Listing Price,New Offer Count,FBA Fees,FBM Fees,Total Costs,Net Profit,ROI (%)
96316117723,B071VFDMS6,"Zilla Den Rock Den Large, Natural",17.2,ZILLA,209326,19.99,10,9.62,3,26.82,-6.83,-39.71%
96316117730,B0722R3WZH,Zilla Den Rock Den XL,24.37,ZILLA,333726,31.82,10,12.73,4.77,37.1,-5.28,-21.67%
96316156296,B009GHI32K,Zilla Light & Heat Halogen Mini Dome For Reptile Terrariums One Size,10.26,Central Garden & Pet,86305,0,14,5.05,0.3,15.31,-15.31,-149.22%
048081001035,B01LXGG64C,Prevue Pet Products (3 Pack) Cotton Thread Fibers Bird Nesting Material,0.05,Prevue Pet Products,102306,9.99,2,4.63,1.5,4.68,5.31,10620.00%
051233594507,B08GQJJPQN,"Vitakraft 3 Pack of Wild Berry Glazed Crunch Sticks Guinea Pig Treats, 2 Sticks Each",2.37,Vitakraft,102569,14.77,5,7.21,2.22,9.58,5.19,218.99%
015561104869,B00HW0165E,Fluval Underwater Filter Foam Pad [Set of 3] Compatible Model: with U2 Filter,1.83,Fluval by Hagen,102572,12.47,6,6.02,1.87,7.85,4.62,252.46%
097612104011,B07RXLVVY9,"Zoo Med 24 Pack of Turtle Bones for all Aquatic Turtles, Box Turtles and Tortoises",2.25,Zoo Med Labs,102713,36.16,4,13.06,5.42,15.31,20.85,926.67%
96316156302,B07SKCDX87,Zilla Mini Halogen Bulb - White 25 Watts - Pack of 3,0.05,Zilla,916270,0,1,2.68,0.3,2.73,-2.73,-5460.00%
097612400472,B006QOGRYC,"Zoo Med 2 Pack of Can O Mini Mealies Pet Food, 1.2 Ounces Per Can",0.5,Zoo Med,103465,9.99,9,4.63,1.5,5.13,4.86,972.00%
077234044353,B00KIMZ2B2,"Ethical Pets SPOT Dura Fused Leather Bone Dog Toy for Dog, 9-Inch",0.75,Ethical Pets,103693,8.41,12,4.64,1.26,5.39,3.02,402.67%
045125620412,B0049HBAOA,"Kaytee Combo Toy, Crispy & Wood Hamburger For Pet Rabbits, Hamsters, Guinea Pigs, and Other Small Animals, 6.5 inches",0.05,TopDawg Pet Supply,103805,5.49,9,3.95,0.82,4,1.49,2980.00%
097612701272,B07QZXS25Z,"Zoo Med Eco Carpet Reptile Carpet - Tan 29 Gallon (12"" x 30"") - Pack of 3",3,Zoo Med,105232,21.99,6,9.17,3.3,12.17,9.82,327.33%
096316671096,B07K6PQDFZ,"Zilla Fresh Air Non-Locking Screen Clips, Small (2 Pack - Small)",0.05,Zilla,106337,6.36,7,3.86,0.95,3.91,2.45,4900.00%
097612391022,B075LW5ZC9,Zoo Med (3 Pack) Moonlite Reptile Bulb - 25 w,2,,106637,21.7,8,9.13,3.26,11.13,10.57,528.50%
097612701272,B07HQPM1BS,"Zoo Med Eco Carpet Reptile Carpet - Tan 29 Gallon (12"" x 30"")",3,Zoo Med,106648,8.99,8,4.73,1.35,7.73,1.26,42.00%
045125992007,B003ALUCHC,"Kaytee Take-Home Box, Medium, 200-Pack Case",0.05,Central Garden & Pet,106767,84.79,4,28.79,12.72,28.84,55.95,111900.00%
96316280960,B01LXV0LTQ,"Zilla Canopy Series Fluorescent UVB/UVA Bulbs Desert 20 W, 3.875 IN, White",12.34,Central Garden & Pet,28474,13,9,5.85,1.95,18.19,-5.19,-42.06%
073101212436,B00BUFTAR8,Gimborn Freeze Dried Beef Liver Trts 4oz,7.15,GIMBORN PRODUCTS,107152,16.5,6,7.03,2.48,14.18,2.32,32.45%
96316660090,B000O3EONC,Zilla Fresh Air Screen Habitat for Reptiles,42.57,Zilla,178464,63.99,6,21.49,9.6,64.06,-0.07,-0.16%
96316660090,B00CJ20UCK,Zil Cage Fresh Air 18x12x20,42.57,OEM,345351,0,1,11.8,0.3,54.37,-54.37,-127.72%
96316670099,B000QFQ2ZG,"Zilla Pet Reptile Terrarium Fresh Air Screen Cover with Hinged Door 20"" x 10""",18.31,Central Garden & Pet,12800,19.43,9,13.66,2.91,31.97,-12.54,-68.49%
96316670099,B00B39PW5K,Metal Screen Cover With Door,18.31,Zilla,474042,31.39,3,,,,,nan%
96316670105,B003SLD3PC,"Zilla Pet Reptile Terrarium Fresh Air Screen Cover with Center Hinge 20"" x 10""",16.58,Phillips Feed & Pet Supply Natural Balance,56445,21.87,4,13.27,3.28,29.85,-7.98,-48.13%
96316670112,B000QFOGAE,"Zilla Reptile Terrarium Covers Fresh Air Screen, 20x10-inch",14.24,Central Garden & Pet,3519,15.99,10,13.15,2.4,27.39,-11.4,-80.06%
071859945682,B004X7BNUW,"Kaytee Mealworms, 7-Ounce Pouch",4.31,Central Garden & Pet,107158,12.15,11,6.37,1.82,10.68,1.47,34.11%
96316670112,B00BUFXVQE,Metal Screen Cover,14.24,Zilla,627589,22.08,4,14.06,3.31,28.3,-6.22,-43.68%
96316670136,B001F97JAO,"Zilla Pet Reptile Terrarium Fresh Air Screen Cover with Center Hinge 24"" x 12""",20.45,Central Garden & Pet,56445,0,13,9.9,0.3,30.35,-30.35,-148.41%
96316670136,B001D713EQ,"Zilla Screen Cover with Center Hinge for Reptiles, 24"" x 12""",20.45,Zilla,70963,19.99,6,13.37,3,33.82,-13.83,-67.63%
96316670136,B007R567UI,Metal Hinged Screen Cover,20.45,Zilla,463249,0,1,9.9,0.3,30.35,-30.35,-148.41%
96316670143,B000QFMRW8,"Zilla Reptile Terrarium Covers Fresh Air Screen, 24x12-inch",22.93,Central Garden & Pet,3519,23.66,8,14.68,3.55,37.61,-13.95,-60.84%
96316670143,B006QMS5BW,"Zilla Fresh Air Fine Mesh Screen Cover 15-20 Gallon Tank (24"" Long x 12"" Wide)",22.93,Zilla,99712,0,1,10.66,0.3,33.59,-33.59,-146.49%
96316670143,B07CMVJVWY,"Zilla Fresh Air Screen Cover, 24-Inch x 12-Inch (2 Pack)",22.93,Zilla,146959,37.76,5,16.79,5.66,39.72,-1.96,-8.55%
96316670174,B000QFQ300,"Zilla Reptile Pet Terrarium Cover Fresh Air Screen, 30"" x 12""",22.82,Central Garden & Pet,3519,18.99,7,14.36,2.85,37.18,-18.19,-79.71%
030157011772,B0027JCMJO,Vibran-Sea Amazon Flowering Cluster Aquarium Plant Assortment,0.05,Blue Ribbon Pet Products,107850,15.53,4,7.32,2.33,7.37,8.16,16320.00%
96316670228,B000QFQ30K,"Zilla Reptile Pet Terrarium Cover Fresh Air Screen, 36"" x 18""",26.45,Central Garden & Pet,3519,27.91,6,17.22,4.19,43.67,-15.76,-59.58%
96316670228,B001D742O4,Zilla Metal Screen Cover,26.45,Zilla,422081,35.12,4,18.3,5.27,44.75,-9.63,-36.41%
96316670358,B00BUFWYN0,Zilla Premium Reflector Dome,16.05,,216,24.05,7,9.82,3.61,25.87,-1.82,-11.34%
030157011802,B001LUKRRO,Vibran-Sea Broad Leaf Flowering Cluster Aquarium Plant Assortment,0.05,Blue Ribbon Pet Products,107850,15.27,4,8.34,2.29,8.39,6.88,13760.00%
96316670365,B007TV1VSS,"Zilla Reptile Terrarium Heat Lamps and Habitat Lighting Dome, Black 8.5 Inch",14.94,Zilla,128376,0,5,6.77,0.3,21.71,-21.71,-145.31%
080605112131,B0002ASF2S,"Marina Aquascaper Fish Tank Decorations, Hygrophila Plant, 12-Inch",0.05,Rolf C. Hagen (USA) Corp.,107983,8.82,8,4.7,1.32,4.75,4.07,8140.00%
96316670594,B005SRVLQW,Zilla Silver Reflector Domes 5.5 Inches,14.1,Central Garden & Pet,70919,17.99,12,9.32,2.7,23.42,-5.43,-38.51%
96316670648,B005SRVM2K,Zilla Silver Reflector Domes 8.5 Inches,14.01,Central Garden & Pet,70919,17.95,7,10.01,2.69,24.02,-6.07,-43.33%
96316670648,B000TZ3SPU,"Zilla Light & Heat Reflector Dome Fixture with Ceramic Socket (Silver, 8.5 Inch)",14.01,Zilla Reptile,216731,17.95,4,10.01,2.69,24.02,-6.07,-43.33%
080605115132,B0002ASFFA,"Marina Aquascaper Fish Tank Decorations, Hygrophila Plant, 15-Inch",2.93,Rolf C. Hagen (USA) Corp.,107983,9.39,7,5.19,1.41,8.12,1.27,43.34%
025033022157,B0006GXB5E,"Danner Manufacturing, Inc. Pondmaster Garden Pond Filter and Pump Kit, PMK 1500, Black, 02215",97.93,"Danner Manufacturing, Inc.",108031,138.88,8,33.1,20.83,131.03,7.85,8.02%
015905062787,B07CG6KWSP,"Aqueon 12 Count Ammonia Reducer QuietFlow Specialty Aquarium Filter Pads, Size 10",3.2,Aqueon,108373,18.44,9,6.92,2.77,10.12,8.32,260.00%
96316670952,B000QFROMQ,"Zilla Reptile Pet Habitat Lighting UVB Fluorescent Desert T8 Light Bulb, 15 Watt",20.03,Central Garden & Pet,12164,24.05,7,13.22,3.61,33.25,-9.2,-45.93%
097612400427,B07SKY2GL6,CAN O' WORMS,0.5,Zoo Med,108465,21.47,4,8.21,3.22,8.71,12.76,2552.00%
096316700642,B01M03MQYO,"(2 Pack) Zilla Reptile Terrarium Bedding Substrate Liner, Green, 40 Breeder/50Gallon",12.42,,108782,28.22,5,14.04,4.23,26.46,1.76,14.17%
96316671096,B005KPLSB0,"Zilla Reptile Terrarium Fresh Air Screen Non-Locking Clips, 2 Pack, Small",0.05,Central Garden & Pet,250739,0,9,2.59,0.3,2.64,-2.64,-5280.00%
96316671096,B00S50DP0Y,"Zilla Tough Top Terrarium Screen Cover Clip [Set of 3] Size: Small (0.25"" H x 0.5"" W x 4.25"" L)",0.05,Zilla,545691,14.11,2,,,,,nan%
071859003061,B0845STGXD,"Kaytee 6 Pack of Small Pet Treat Sticks with Superfoods, 2.75 Ounces Each, Strawberry and Flax Seed Flavor for Guinea Pigs, Adult Pet Rabbits, Hamsters and Other Small Animals",3.98,Kaytee,109032,17.1,8,7.56,2.57,11.54,5.56,139.70%
010838130305,B002DWZH6A,Lee's UGF Uplift Knockout Plugs Blister Card 4pk,0.05,LEES,109742,6.5,10,3.27,0.98,3.32,3.18,6360.00%
96316671331,B001VH2T4G,"Zilla Reptile Terrarium Incandescent Heat Bulb, Day White, 50 Watts",4.1,Central Garden & Pet,8750,0,8,3.68,0.3,7.78,-7.78,-189.76%
097612110524,B004AMABLW,Zoo Med Aquatic Turtle Banquet Block,0.85,Zoo Med Laboratories,109944,6.21,11,4.06,0.93,4.91,1.3,152.94%
96316671331,B005SRVCQQ,"Energy Savers Zilla Reptile Terrarium Heat Lamps Incandescent Bulb, Day White, 50w",4.1,Zilla,191368,0,8,3.43,0.3,7.53,-7.53,-183.66%
015905000215,B07MZCHQPV,"Aqueon 4 Pack of QuietFlow Coarse Foam Pads, Medium/Large",5.16,Aqueon,110874,28.05,3,11.21,4.21,16.37,11.68,226.36%
000116052603,B01HH5P492,"Seachem 3 Pack of StressGuard, 8.5 Fluid Ounces each, Premium Slime Coat Protection for Fish",6.21,Seachem,111759,26.41,7,9.73,3.96,15.94,10.47,168.60%
96316671355,B001VGX6JO,"Zilla Reptile Terrarium Incandescent Heat Bulb, Day White, 100 Watts",4.43,Central Garden & Pet,8750,11.08,9,7.71,1.66,12.14,-1.06,-23.93%
097612300321,B08X9SF4C9,Zoo Med Digital MIN MAX Thermometer,6.75,Zoo Med,112286,14.49,17,5.85,2.17,12.6,1.89,28.00%
018214778103,B01M0TM521,Nylabone (10 Pack) Dura Chew Original Flavored Bone Dog Chew Toy - Size Petite/Xs,1.63,Nylabone,112395,25.65,6,8.32,3.85,9.95,15.7,963.19%
96316671379,B001VGX6MG,"Zilla Reptile Terrarium Incandescent Heat Bulb, Night Black, 50 Watts",3.2,Central Garden & Pet,8750,3.82,13,4.79,0.57,7.99,-4.17,-130.31%
096316156296,B0759RTG46,"(2 Pack) Zilla Reptile Habitat Lighting, Terrarium Heat Lamp Halogen Mini Dome",10.26,,113463,35.99,5,11.06,5.4,21.32,14.67,142.98%
097612180633,B08912VNB3,Zoo Med Naturalistic Flora Sword Fern or Terrarium and Paludarium,0.05,Zoo Med,113528,11.69,8,8.83,1.75,8.88,2.81,5620.00%
96316671386,B001VGZ15G,"Zilla Reptile Terrarium Incandescent Heat Bulb, Night Black, 75 Watts, 1 Count (Pack of 1)",2.94,Central Garden & Pet,8750,6.99,12,5.65,1.05,8.59,-1.6,-54.42%
097612008067,B07SHW8SPM,Zoo Med Creatures LED Black Light Lamp 5 Watt - Pack of 2,1.05,Zoo Med Labs,113954,25.23,6,7.93,3.78,8.98,16.25,1547.62%
091197228018,B0759V9631,(3 Pack) Fluker's Red Heat Bulbs for Reptiles 60 watt,1.15,Flukers,114400,17.19,6,8.63,2.58,9.78,7.41,644.35%
018214778110,B00GY8ZJKS,"Nylabone 12 Pack of Dura Chew Power Chews, Regular, Chicken Flavor Dog Chew Toy",0.05,TFH PUBLICATIONS/NYLABONE,114415,42.46,7,11.74,6.37,11.79,30.67,61340.00%
097612410112,B07MG3ZRY9,"Zoo Med 4 Pack of Hermit Crab Food, 2.4 Ounces Each",0.05,Zoo Med Laboratories,114947,16.95,8,7.09,2.54,7.14,9.81,19620.00%
010838105266,B07K8TZ3G9,Lee's 4 Way Cone Worm Feeder for Carnivorous Fish (3 Pack),1.75,Lee's Aquarium,115269,12.95,2,6.09,1.94,7.84,5.11,292.00%
96316671409,B001VH2TEG,"Zilla Reptile Terrarium Incandescent Heat Bulb, Night Black, 150 Watts",1.25,Central Garden & Pet,8750,4.55,12,3.81,0.68,5.06,-0.51,-40.80%
010838130237,B004PB8FWU,"Lee's Premium Carbon Cartridge, Disposable, 2-Pack,White",4.45,Lee's Pet Products,115516,9.96,12,3.78,1.49,8.23,1.73,38.88%
048054334443,B0002DILK6,"KORDON #33444 AmQuel Plus for Aquarium, 4-Ounce",0.75,KORDON LLC,115555,5.99,12,4.03,0.9,4.78,1.21,161.33%
025033117273,B0006JLZ68,E.G. Danner Mfg Media Filter Replacement Ovation 700,3.58,SUPREME (DANNER INC),116370,9.48,15,4.55,1.42,8.13,1.35,37.71%
091197712043,B07G1T7Y1F,"Fluker's Cricket Quencher Original Formula, 8 Ounces Each (24 Ounce)",2.29,Flukers,116547,14.61,5,7.96,2.19,10.25,4.36,190.39%
097612180220,B004PBFQHW,"Zoo Med Laboratories SZMBU22 Natural Bushy Congo Ivy, Medium",0.05,TopDawg Pet Supply,116722,7.98,8,6.48,1.2,6.53,1.45,2900.00%
96316680357,B002Z5Q4HG,"Zilla Terrarium Heat Mats Black Medium, 30-40 Gallon, 16 Watt",20.95,Central Garden & Pet,24606,24.95,13,9.61,3.74,30.56,-5.61,-26.78%
96316680357,B00943U6RQ,SOBAKEN ZIL Heat Mat Md 30-40g 16w8x12,20.95,Zilla,274036,0,2,4.08,0.3,25.03,-25.03,-119.47%
015561106177,B00LQT6PGW,AquaClear Activated Filter Carbon [Set of 2] Size: 70 Gallon - 4.2 oz.,3.27,Hagen,116980,16.82,2,6.42,2.52,9.69,7.13,218.04%
96316680364,B002Z5O9IW,"Zilla Terrarium Heat Mats Black Large, 50-60 Gallon, 24 Watt",25.18,Central Garden & Pet,24606,23.47,11,13.89,3.52,39.07,-15.6,-61.95%
96316680364,B07QZXYBGD,TERRARIUM HEAT MAT LARGE,25.18,Zilla,449419,35.38,4,16.44,5.31,41.62,-6.24,-24.78%
96316685055,B001F97JE0,"Zilla Reptile Habitat Décor Basking Platform Corner Ramp, Small",15.37,Central Garden & Pet,83791,23.6,5,9.59,3.54,24.96,-1.36,-8.85%
96316685062,B000Y1HABM,"Zilla Reptile Habitat Décor Basking Platform Corner Ramp, Large",21.55,Central Garden & Pet,147827,0,8,6.93,0.3,28.48,-28.48,-132.16%
96316685215,B005FTLH0S,"Zilla Ceramic Terrarium Dish, Small",2.45,Central Garden & Pet,35151,5.49,13,3.2,0.82,5.65,-0.16,-6.53%
097612400380,B00VBPIY0Q,Zoo Med 5119 Gourmet Reptisticks,4.01,Prime Pet Deals - Code 2,117276,12.28,9,5.74,1.84,9.75,2.53,63.09%
96316685215,B001OVBEVI,Zilla Kidney Bowl Terrarium Dish,2.45,Zilla,254336,6.24,8,3.85,0.94,6.3,-0.06,-2.45%
96316685529,B001OVD6QO,"Zilla Pet Reptile Bark Bends Terrarium Decor, Medium,Brown",13,Central Garden & Pet,11023,11.19,6,9.08,1.68,22.08,-10.89,-83.77%
96316685529,B004PB8TNK,Bark Bends,13,Zilla,441839,0,7,5.58,0.3,18.58,-18.58,-142.92%
96316695016,B005OCX4B6,Zilla Aquatic Turtle Extruded Food Pellets 6 Ounces,3.29,Central Garden & Pet,33929,2.39,8,3.49,0.36,6.78,-4.39,-133.43%
077234545911,B08Y766BL4,"Ethical Pet Products 68054591: Toy Scent-Sation Bone, Peanut Butter 6In",1,Ethical Pet Products,117358,9.21,11,4.76,1.38,5.76,3.45,345.00%
097612326307,B003UV8T90,"Zoo Med ReptiSun® Terrarium Hood, 36-Inch",39.54,Zoo Med Laboratories,118397,67,7,21,10.05,60.54,6.46,16.34%
015561102490,B073HD7W7R,Fluval 6 Pack of Carbon Impregnated Foam Pads for FX5/6 Aquarium Filters,1.25,Fluval,118418,30.99,1,12.61,4.65,13.86,17.13,1370.40%
96316700093,B000QFMV7Y,"Zilla Vitamin Supplement Food Spray, with Carotene, Spray-on Multivitamin Supplement for Reptiles",3.75,Central Garden & Pet,17822,7.99,11,4.58,1.2,8.33,-0.34,-9.07%
015561183550,B01K30DAYE,Fluval Biological Cleaner for Aquariums 8.4oz (2 Pack),6.71,Fluval,118538,19.99,1,7.99,3,14.7,5.29,78.84%
96316700116,B004LOBHFS,"Zilla Shed-Ease Reptile Bath, Shedding Support and Penetrating Bath for All Lizards and Snakes",5.22,Central Garden & Pet,24025,10.99,12,5.8,1.65,11.02,-0.03,-0.57%
096316117709,B071NNPPJX,Zilla Decor Rock Den Sm,0.05,CORALIFE,119703,13.95,10,6.24,2.09,6.29,7.66,15320.00%
96316700116,B00BUFTMY4,Shed Ease Conditioner,5.22,Zilla,151995,13.62,3,11.84,2.04,17.06,-3.44,-65.90%
96316700178,B000OX0NQY,Zilla Reptile Terrarium Bedding Substrate Litter Cleaner Corner Scoop,2.86,Central Garden & Pet,14288,5.93,7,5.49,0.89,8.35,-2.42,-84.62%
097612327120,B07XTML16Q,REPTICARE TERRARIUM CONTROLLER,20.5,ZOO MED LABORATORIES INC,119845,39.17,7,11.4,5.88,31.9,7.27,35.46%
077234055687,B0024E4XIU,"SPOT Skinneeez Stuffing Free Arctic Animal Dog Toy - With Squeaker in Head and Tail, Stuffingless Design is Great for Moderate Chewers, Tug Toy for Small Puppies & Dogs - 15in, Assorted Styles, 1 Toy",0.05,Ethical Products,119918,7.49,10,4.9,1.12,4.95,2.54,5080.00%
96316700468,B000OQRGF2,"Zilla Desert Blend Substrate, Glass-Friendly Alternative to Sand, Made with 100% English Walnut Shells, Ideal for Desert Reptiles, 10 Quarts",19.17,Central Garden & Pet,9529,19.99,9,13.2,3,32.37,-12.38,-64.58%
96316700468,B004LOEGK6,Zilla English Walnut Shell,19.17,Central Garden & Pet - Aquatic,26933,21.61,10,13.68,3.24,32.85,-11.24,-58.63%
96316700468,B00VPJX8DG,CoraLife Eng Walnut Shells 10Qt,19.17,Central Garden & Pet,573458,0,0,9.49,0.3,28.66,-28.66,-149.50%
045663970796,B00K6ZR6DI,"Four Paws Magic Coat Professional Series Grooming Brushes for Dogs & Cats l Trimmers, Nail Clippers, & Brushes Dog & Cat",1.5,Central Garden & Pet,120450,7.62,17,3.52,1.14,5.02,2.6,173.33%
080531431009,B00OTH6BR6,Fritz Mardel - Parashield Herbal Parasite Remedy - 4oz (43100),0.05,Fritz Aquatics,120999,15.12,9,6.17,2.27,6.22,8.9,17800.00%
097612401431,B07QZXJRPH,Zoo Med Lizard Flower Food Topper 0.21 oz - Pack of 4,1.35,Zoo Med Labs,121000,11.1,9,7.04,1.67,8.39,2.71,200.74%
96316700642,B000OXCWSG,"Zilla Reptile Terrarium Liner, Odor Reducing, Non-irritating, Ideal for Juvenile Reptiles and Tropical Habitats, Green, Fits Tank Size 40/50 Gallon, 17.25” x 35.25”",12.42,Central Garden & Pet,8296,12.45,12,11.48,1.87,23.9,-11.45,-92.19%
015561113489,B078J4L112,"(9 Pack) Fluval ClearMax Phosphate Remover Filters, 3.5 Ounces Each (3 Packages with 3 Filters Per Package)",11.86,Fluval,121488,35.28,1,11.34,5.29,23.2,12.08,101.85%
041054860509,B06XT86MFS,(3 Pack) Lafeber Company Avi-Cakes Macaw and Cockatoo Treat (1 Pound Per Pack),12.56,Lafeber Company,121959,37.77,8,12.67,5.67,25.23,12.54,99.84%
10838102555,B0002APRKG,"Lee's Three-Way Breeder Medium,White",4,Lee's Pet Products,240416,0,16,4.52,0.3,8.52,-8.52,-213.00%
018214826484,B06XH7WLSY,"(4 Pack) Nylabone Dura Chew Double Bones, Bacon Flavor - Size Petite/X-Small",4.71,Nylabone,122185,29.34,4,9.39,4.4,14.1,15.24,323.57%
10838105235,B00BS990XU,"Lee's 18673 Break Resistant Specimen Container, Large,White",5,Prime Pet Deals - Code 2,213318,0,9,5.3,0.3,10.3,-10.3,-206.00%
10838105235,B0002APS2S,Lee's AQ2 Aquarium Divider System for 10-Gallon Tanks,5,Lee's Pet Products,233384,0,3,3.68,0.3,8.68,-8.68,-173.60%
091197228063,B001ORZYSQ,"Fluker's Night Time Red Basking Spotlight, Infrared Heat Lamp for Reptiles, 75 Watt",0.05,Fluker Labs,122768,8.99,2,4.48,1.35,4.53,4.46,8920.00%
091197228070,B001ORUT2W,"Fluker's Night Time Red Basking Spotlight, Infrared Heat Lamp for Reptiles, 100 Watt",0.25,Fluker Labs,122768,8.18,3,4.36,1.23,4.61,3.57,1428.00%
10838105266,B004134DAK,"Lee's Pet Products ALE10526 Worm Cone Feeder for Aquarium Pumps, Small",1.75,TopDawg Pet Supply,366875,0,7,3.21,0.3,4.96,-4.96,-283.43%
025033125452,B0002DHHWE,Danner 12545 Magnetic Drive Pump Impeller Cover - black,3.49,Danner,122871,9.08,13,4.49,1.36,7.98,1.1,31.52%
096316671331,B07CLH1T78,"Zilla Incandescent Light and Heat Bulb, Day White, 50 Watts (2 Pack)",4.1,Zilla,122900,13.88,8,6.23,2.08,10.33,3.55,86.59%
030157008277,B000HCN0K8,"blue ribbon Exotic Environments Egyptian Vase Aquarium Ornament, Blue, 8 by 4 by 5",0.75,Blue Ribbon Pet Products,123134,11.39,11,6.99,1.71,7.74,3.65,486.67%
094036010164,B000255NYG,"Python Airline Tubing for Aquarium, 10-Feet",0.05,Python Products Inc.,123328,5.59,12,3.97,0.84,4.02,1.57,3140.00%
10838105655,B00DDZ3OS4,Lee's Sleek Airline Holders 6/Blister Card,0.05,LEE&#039;S PET PRODUCTS,494423,11.02,4,,,,,nan%
045663975609,B08LKB5FW6,"Four Paws Magic Coat Professional Series Grooming Brushes for Dogs & Cats l Trimmers, Nail Clippers, & Brushes Dog & Cat",1,Central Garden & Pet,123433,7.81,17,3.55,1.17,4.55,3.26,326.00%
048054800542,B00BUFV0NK,"Kordon/Oasis (Novalek) SOA80054 Small Animal Bottle Holder, 16-Ounce",3.4,TopDawg Pet Supply,124081,17.1,7,7.56,2.57,10.96,6.14,180.59%
10838110055,B0002APS82,Lee's Ghost House - 2-1/2 x 12-Inches,5.53,Lee's Pet Products,337146,0,1,4.08,0.3,9.61,-9.61,-173.78%
10838110109,B0018CG4Y0,"Lee's Ghost House, 2-Inch by 10-Inch",0.05,Lee's Pet Products,170894,0,9,3.43,0.3,3.48,-3.48,-6960.00%
097612110609,B01BI9TK5W,"(5 Pack) Zoo Med Cricket Blocks Featuring Gutload and Calcium, 5-Ounce each",0.05,Zoo Med,124086,9.99,7,4.59,1.5,4.64,5.35,10700.00%
045125613544,B07DJCTFLM,Kaytee Run-About Ball Clear Mini 5in Diameter,0.05,Kaytee,124124,15.34,4,6.85,2.3,6.9,8.44,16880.00%
048054808005,B000NGWIF6,"Kordon/Oasis (Novalek) SOA80800 Rabbit Water Bottle, 32-Ounce, Clear",6.85,TopDawg Pet Supply,124432,16.8,9,7.89,2.52,14.74,2.06,30.07%
10838115166,B07G4L2QR8,Lee's - Slim Jr. Gravel Vacuum Cleaner,1.25,Lee S Aquarium & Pet,520783,9.55,3,,,,,nan%
10838115494,B0002APT18,"Lee's 12-Inch Slim Jr. Ultra Gravel Vacuum Cleaner, Self-Start with Hose Clip",6.74,Lee's Pet Products,267812,12.47,9,6.02,1.87,12.76,-0.29,-4.30%
071859003054,B07W85NPVF,NATURAL SPRAY MILLET,0.75,KAYTEE PRODUCTS INC.,124632,33.31,9,13.52,5,14.27,19.04,2538.67%
10838115500,B009P72IT0,Stretch Gravel Cleaner,3.05,Lee's Aquarium & Pet,531243,0,6,,,,,nan%
080605819511,B0002DH2CO,Living World Pacifier for Medium Birds,2.23,Living World,125474,7.99,6,4.11,1.2,6.34,1.65,73.99%
10838115524,B004LODLBG,"Lee's Ultra GravelVac, Self-Start with Nozzle & Hose Clip - 5"" Mini",1.5,Lee`s Aquarium & Pet Products,1194840,10.7,13,9.25,1.61,10.75,-0.05,-3.33%
039079001298,B06VX8Z4TL,"(3 Pack) Zodiac Breakaway Flea and Tick Collar for Cats, 13""",5.59,Farnam Home & Garden,125897,19.5,6,6.83,2.93,12.42,7.08,126.65%
10838115548,B0002APT22,"Lee's Ultra GravelVac, Self-Start with Nozzle & Hose Clip - 9"" Small",7.89,Lee's Pet Products,665066,0,13,3.68,0.3,11.57,-11.57,-146.64%
10838115555,B000O39G1M,"Lee's 11555 Ultra Gravel Vacuum Cleaner, 10""",18.42,Lee's Aquarium and Pet Products,482011,27.02,12,9.92,4.05,28.34,-1.32,-7.17%
10838115562,B000633KI0,"Lee's Ultra GravelVac, Self-Start with Nozzle & Hose Clip - 10"" Medium",20.05,Lee's Pet Products,1019397,26.13,15,11,3.92,31.05,-4.92,-24.54%
10838115586,B000NKB5LU,"Lee Fish Gravel Vacuum Cleaner with Nozzle Size: 16""",24.23,Lees Aquarium & Pet,414389,34.03,9,15.47,5.1,39.7,-5.67,-23.40%
10838115586,B0010P0ZNG,"Lee's Ultra GravelVac, Self-Start with Nozzle & Hose Clip - 16"" Large",24.23,Lee's Pet Products,1067996,0,10,9.9,0.3,34.13,-34.13,-140.86%
10838115609,B001D7222S,"Lee's Pet Products ALE11560 Gravel Vacuum, 24-Inch",30,TopDawg Pet Supply,254166,31.04,11,15.41,4.66,45.41,-14.37,-47.90%
10838115609,B000NID3O4,Lee`s Aquarium Gravel Vacuum 24in,30,Lee`s Aquarium & Pet Products,575705,0,4,10.66,0.3,40.66,-40.66,-135.53%
048476510654,B008TVNC70,"Petrodex Finger Toothbrush for Cats and Dogs, 5 count",0.05,Sergeants - Pet Specialty Division,126612,4.99,10,3.66,0.75,3.71,1.28,2560.00%
000116031608,B000255QO8,Seachem Reef Advantage Calcium 250gram,0.05,"Seachem Laboratories, Inc.",126850,11.27,13,5.84,1.69,5.89,5.38,10760.00%
018214803225,B06XGN1ZF9,"Nylabone 5 Pack of Puppy Chew Bone Toys, Medium, Chicken Flavor, Made in The USA",4.49,Nylabone,127553,26.23,8,9.3,3.93,13.79,12.44,277.06%
10838120078,B004PBA70S,"Scrubber Pad for Glass Aquariums Size: Jumbo (9"" H x 6"" W x 1"" D)",5.65,Lees Aquarium & Pet,451117,0,6,3.68,0.3,9.33,-9.33,-165.13%
10838120078,B004LOBQ7W,Lee`s Algae Scrubber Pad Jumbo - Glass,5.65,Lee`s Aquarium & Pet Products,1163202,0,3,,,,,nan%
077234030974,B0002ARY4S,"Ethical Vinyl Soccer Ball Dog Toy, 3-Inch
(pink, green, yellow, white - colors may vary)",0.05,Ethical Products,128094,5.61,14,3.75,0.84,3.8,1.81,3620.00%
